"","surv_date.u","site_id","transect_id","site_name","site.trans","urchin_dens","surv_area.u","year","semester","year.sem","surv_date.k","kelp_dens","surv_area.k","patch"
"392",2011-07-26,"a-l-07","c-l-00035","IVEE","IVEE.1",12.3333333333333,6,2011,"2",2011-07-01,2011-07-26,0.025,80,152
"393",2011-10-26,"a-l-07","c-l-00034","IVEE","IVEE.3",14,6,2011,"2",2011-07-01,2011-10-26,1.3125,80,153
"394",2011-10-27,"a-l-07","c-l-00029","IVEE","IVEE.7",2.5,6,2011,"2",2011-07-01,2011-10-27,0.3375,80,154
"395",2011-10-27,"a-l-07","c-l-00033","IVEE","IVEE.8",0.166666666666667,6,2011,"2",2011-07-01,2011-10-27,0.4375,80,154
"396",2011-10-28,"a-l-07","c-l-00030","IVEE","IVEE.6",5.5,6,2011,"2",2011-07-01,2011-10-28,0.575,80,154
"397",2011-10-28,"a-l-07","c-l-00032","IVEE","IVEE.5",37.5,6,2011,"2",2011-07-01,2011-10-28,0.675,80,154
"398",2012-07-17,"a-l-01","c-l-00001","ABUR","ABUR.1",0,6,2012,"2",2012-07-01,2012-07-17,0.1,80,145
"399",2012-07-17,"a-l-01","c-l-00002","ABUR","ABUR.2",0,6,2012,"2",2012-07-01,2012-07-17,0,80,145
"400",2012-07-17,"a-l-08","c-l-00037","MOHK","MOHK.2",8.83333333333333,6,2012,"2",2012-07-01,2012-07-17,0.25,80,145
"401",2012-07-17,"a-l-08","c-l-00038","MOHK","MOHK.1",7.33333333333333,6,2012,"2",2012-07-01,2012-07-17,0.2375,80,145
"402",2012-07-18,"a-l-09","c-l-00039","NAPL","NAPL.1",17,6,2012,"2",2012-07-01,2012-07-18,0.325,80,160
"403",2012-07-18,"a-l-09","c-l-00040","NAPL","NAPL.8",6.33333333333333,6,2012,"2",2012-07-01,2012-07-18,0,80,160
"404",2012-07-18,"a-l-09","c-l-00041","NAPL","NAPL.2",11.3333333333333,6,2012,"2",2012-07-01,2012-07-18,0.35,80,160
"405",2012-07-18,"a-l-09","c-l-00042","NAPL","NAPL.6",25,6,2012,"2",2012-07-01,2012-07-18,0.0125,80,160
"406",2012-07-18,"a-l-09","c-l-00043","NAPL","NAPL.3",15.8333333333333,6,2012,"2",2012-07-01,2012-07-18,0.2375,80,160
"407",2012-07-18,"a-l-09","c-l-00044","NAPL","NAPL.5",5,6,2012,"2",2012-07-01,2012-07-18,0.0125,80,160
"408",2012-07-18,"a-l-09","c-l-00045","NAPL","NAPL.4",11.5,6,2012,"2",2012-07-01,2012-07-18,0,80,160
"409",2012-07-18,"a-l-09","c-l-00046","NAPL","NAPL.7",4.16666666666667,6,2012,"2",2012-07-01,2012-07-18,0.0375,80,160
"410",2012-07-19,"a-l-06","c-l-00027","GOLB","GOLB.2",0,6,2012,"2",2012-07-01,2012-07-19,0.025,80,150
"411",2012-07-19,"a-l-06","c-l-00028","GOLB","GOLB.1",2.5,6,2012,"2",2012-07-01,2012-07-19,0.075,80,150
"412",2012-07-19,"a-l-07","c-l-00029","IVEE","IVEE.7",6.33333333333333,6,2012,"2",2012-07-01,2012-07-19,0.2625,80,154
"413",2012-07-19,"a-l-07","c-l-00030","IVEE","IVEE.6",23,6,2012,"2",2012-07-01,2012-07-19,0.1125,80,154
"414",2012-07-19,"a-l-07","c-l-00031","IVEE","IVEE.2",5.5,6,2012,"2",2012-07-01,2012-07-19,0.175,80,152
"415",2012-07-19,"a-l-07","c-l-00032","IVEE","IVEE.5",25.5,6,2012,"2",2012-07-01,2012-07-19,0,80,154
"416",2012-07-19,"a-l-07","c-l-00033","IVEE","IVEE.8",0,6,2012,"2",2012-07-01,2012-07-19,0.2875,80,154
"417",2012-07-19,"a-l-07","c-l-00034","IVEE","IVEE.3",32.1666666666667,6,2012,"2",2012-07-01,2012-07-19,0,80,153
"418",2012-07-19,"a-l-07","c-l-00035","IVEE","IVEE.1",11.1666666666667,6,2012,"2",2012-07-01,2012-07-19,0.0125,80,152
"419",2012-07-20,"a-l-05","c-l-00019","CARP","CARP.1",19.6666666666667,6,2012,"2",2012-07-01,2012-07-20,0.15,80,132
"420",2012-07-20,"a-l-05","c-l-00020","CARP","CARP.6",37.8333333333333,6,2012,"2",2012-07-01,2012-07-20,0,80,132
"421",2012-07-20,"a-l-05","c-l-00021","CARP","CARP.7",37.8333333333333,6,2012,"2",2012-07-01,2012-07-20,0,80,132
"422",2012-07-20,"a-l-05","c-l-00022","CARP","CARP.2",7.33333333333333,6,2012,"2",2012-07-01,2012-07-20,0.1,80,131
"423",2012-07-20,"a-l-05","c-l-00023","CARP","CARP.4",47.3333333333333,6,2012,"2",2012-07-01,2012-07-20,0,80,132
"424",2012-07-20,"a-l-05","c-l-00024","CARP","CARP.8",18.8333333333333,6,2012,"2",2012-07-01,2012-07-20,0,80,131
"425",2012-07-20,"a-l-05","c-l-00025","CARP","CARP.3",26.5,6,2012,"2",2012-07-01,2012-07-20,0,80,132
"426",2012-07-20,"a-l-05","c-l-00026","CARP","CARP.5",14.6666666666667,6,2012,"2",2012-07-01,2012-07-20,0,80,131
"427",2012-07-24,"a-l-02","c-l-00003","AHND","AHND.2",3,6,2012,"2",2012-07-01,2012-07-24,0.525,80,177
"428",2012-07-24,"a-l-04","c-l-00011","BULL","BULL.3",0,6,2012,"2",2012-07-01,2012-07-24,0.1875,80,190
"429",2012-07-24,"a-l-04","c-l-00013","BULL","BULL.1",0.5,6,2012,"2",2012-07-01,2012-07-24,0.25,80,190
"430",2012-07-24,"a-l-04","c-l-00014","BULL","BULL.6",0,6,2012,"2",2012-07-01,2012-07-24,0.0875,80,190
"431",2012-07-25,"a-l-03","c-l-00005","AQUE","AQUE.4",16.3333333333333,6,2012,"2",2012-07-01,2012-07-25,0.6125,80,174
"432",2012-07-25,"a-l-03","c-l-00006","AQUE","AQUE.6",0.5,6,2012,"2",2012-07-01,2012-07-25,0.0375,80,175
"433",2012-07-25,"a-l-03","c-l-00007","AQUE","AQUE.3",0.666666666666667,6,2012,"2",2012-07-01,2012-07-25,0.1625,80,174
"434",2012-07-25,"a-l-03","c-l-00008","AQUE","AQUE.1",4.33333333333333,6,2012,"2",2012-07-01,2012-07-25,1.35,80,175
"435",2012-07-25,"a-l-03","c-l-00009","AQUE","AQUE.2",4.5,6,2012,"2",2012-07-01,2012-07-25,1.5875,80,175
"436",2012-07-25,"a-l-03","c-l-00010","AQUE","AQUE.5",3,6,2012,"2",2012-07-01,2012-07-25,0.6375,80,174
"437",2013-07-17,"a-l-05","c-l-00021","CARP","CARP.7",29,6,2013,"2",2013-07-01,2013-07-17,0,80,132
"438",2013-07-17,"a-l-05","c-l-00023","CARP","CARP.4",88.6666666666667,6,2013,"2",2013-07-01,2013-07-17,0,80,132
"439",2013-07-22,"a-l-05","c-l-00019","CARP","CARP.1",22.1666666666667,6,2013,"2",2013-07-01,2013-07-22,0.0625,80,132
"440",2013-07-22,"a-l-05","c-l-00020","CARP","CARP.6",34.1666666666667,6,2013,"2",2013-07-01,2013-07-22,0,80,132
"441",2013-07-22,"a-l-05","c-l-00022","CARP","CARP.2",21.3333333333333,6,2013,"2",2013-07-01,2013-07-22,0.3125,80,131
"442",2013-07-22,"a-l-05","c-l-00024","CARP","CARP.8",31.3333333333333,6,2013,"2",2013-07-01,2013-07-22,0,80,131
"443",2013-07-22,"a-l-05","c-l-00025","CARP","CARP.3",23.1666666666667,6,2013,"2",2013-07-01,2013-07-22,0,80,132
"444",2013-07-22,"a-l-05","c-l-00026","CARP","CARP.5",21.3333333333333,6,2013,"2",2013-07-01,2013-07-22,0,80,131
"445",2013-07-23,"a-l-01","c-l-00001","ABUR","ABUR.1",0,6,2013,"2",2013-07-01,2013-07-23,0.0875,80,145
"446",2013-07-23,"a-l-01","c-l-00002","ABUR","ABUR.2",0,6,2013,"2",2013-07-01,2013-07-23,0,80,145
"447",2013-07-23,"a-l-08","c-l-00037","MOHK","MOHK.2",13.6666666666667,6,2013,"2",2013-07-01,2013-07-23,0.0875,80,145
"448",2013-07-23,"a-l-08","c-l-00038","MOHK","MOHK.1",12,6,2013,"2",2013-07-01,2013-07-23,0.1125,80,145
"449",2013-07-24,"a-l-06","c-l-00027","GOLB","GOLB.2",2.33333333333333,6,2013,"2",2013-07-01,2013-07-24,0.025,80,150
"450",2013-07-24,"a-l-06","c-l-00028","GOLB","GOLB.1",2.16666666666667,6,2013,"2",2013-07-01,2013-07-24,0.0375,80,150
"451",2013-07-24,"a-l-07","c-l-00029","IVEE","IVEE.7",1,6,2013,"2",2013-07-01,2013-07-24,0.2125,80,154
"452",2013-07-24,"a-l-07","c-l-00030","IVEE","IVEE.6",6.5,6,2013,"2",2013-07-01,2013-07-24,0,80,154
"453",2013-07-24,"a-l-07","c-l-00031","IVEE","IVEE.2",5.16666666666667,6,2013,"2",2013-07-01,2013-07-24,0.1125,80,152
"454",2013-07-24,"a-l-07","c-l-00032","IVEE","IVEE.5",18,6,2013,"2",2013-07-01,2013-07-24,0,80,154
"455",2013-07-24,"a-l-07","c-l-00033","IVEE","IVEE.8",1.33333333333333,6,2013,"2",2013-07-01,2013-07-24,0.1125,80,154
"456",2013-07-24,"a-l-07","c-l-00034","IVEE","IVEE.3",3,6,2013,"2",2013-07-01,2013-07-24,2.4375,80,153
"457",2013-07-24,"a-l-07","c-l-00035","IVEE","IVEE.1",1.66666666666667,6,2013,"2",2013-07-01,2013-07-24,0.425,80,152
"458",2013-07-25,"a-l-03","c-l-00005","AQUE","AQUE.4",9.16666666666667,6,2013,"2",2013-07-01,2013-07-25,0.3875,80,174
"459",2013-07-25,"a-l-03","c-l-00006","AQUE","AQUE.6",0,6,2013,"2",2013-07-01,2013-07-25,0.5,80,175
"460",2013-07-25,"a-l-03","c-l-00007","AQUE","AQUE.3",0.833333333333333,6,2013,"2",2013-07-01,2013-07-25,0.125,80,174
"461",2013-07-25,"a-l-03","c-l-00008","AQUE","AQUE.1",9.66666666666667,6,2013,"2",2013-07-01,2013-07-25,1.1,80,175
"462",2013-07-25,"a-l-03","c-l-00009","AQUE","AQUE.2",3.83333333333333,6,2013,"2",2013-07-01,2013-07-25,0.575,80,175
"463",2013-07-25,"a-l-03","c-l-00010","AQUE","AQUE.5",1.33333333333333,6,2013,"2",2013-07-01,2013-07-25,0.4,80,174
"464",2013-07-26,"a-l-09","c-l-00040","NAPL","NAPL.8",2.66666666666667,6,2013,"2",2013-07-01,2013-07-26,0.1125,80,160
"465",2013-07-26,"a-l-09","c-l-00042","NAPL","NAPL.6",8.66666666666667,6,2013,"2",2013-07-01,2013-07-26,0.125,80,160
"466",2013-07-26,"a-l-09","c-l-00044","NAPL","NAPL.5",2,6,2013,"2",2013-07-01,2013-07-26,0.1,80,160
"467",2013-07-26,"a-l-09","c-l-00046","NAPL","NAPL.7",4,6,2013,"2",2013-07-01,2013-07-26,0.0375,80,160
"468",2013-07-30,"a-l-02","c-l-00003","AHND","AHND.2",0,6,2013,"2",2013-07-01,2013-07-30,0.3375,80,177
"469",2013-07-30,"a-l-04","c-l-00011","BULL","BULL.3",0,6,2013,"2",2013-07-01,2013-07-30,0.1875,80,190
"470",2013-07-30,"a-l-04","c-l-00013","BULL","BULL.1",0.166666666666667,6,2013,"2",2013-07-01,2013-07-30,0.2125,80,190
"471",2013-07-30,"a-l-04","c-l-00014","BULL","BULL.6",0,6,2013,"2",2013-07-01,2013-07-30,0.05,80,190
"472",2013-07-31,"a-l-09","c-l-00039","NAPL","NAPL.1",11.1666666666667,6,2013,"2",2013-07-01,2013-07-31,0.2375,80,160
"473",2013-07-31,"a-l-09","c-l-00041","NAPL","NAPL.2",9.5,6,2013,"2",2013-07-01,2013-07-31,0.3125,80,160
"474",2013-07-31,"a-l-09","c-l-00043","NAPL","NAPL.3",17,6,2013,"2",2013-07-01,2013-07-31,0.15,80,160
"475",2013-07-31,"a-l-09","c-l-00045","NAPL","NAPL.4",0.833333333333333,6,2013,"2",2013-07-01,2013-07-31,0.2375,80,160
"476",2014-07-16,"a-l-05","c-l-00019","CARP","CARP.1",16.6666666666667,6,2014,"2",2014-07-01,2014-07-16,0.2125,80,132
"477",2014-07-16,"a-l-05","c-l-00020","CARP","CARP.6",46.6666666666667,6,2014,"2",2014-07-01,2014-07-16,0,80,132
"478",2014-07-16,"a-l-05","c-l-00021","CARP","CARP.7",31,6,2014,"2",2014-07-01,2014-07-16,0,80,132
"479",2014-07-16,"a-l-05","c-l-00022","CARP","CARP.2",9.66666666666667,6,2014,"2",2014-07-01,2014-07-16,0.2,80,131
"480",2014-07-16,"a-l-05","c-l-00023","CARP","CARP.4",42.5,6,2014,"2",2014-07-01,2014-07-16,0.0375,80,132
"481",2014-07-16,"a-l-05","c-l-00024","CARP","CARP.8",28.3333333333333,6,2014,"2",2014-07-01,2014-07-16,0,80,131
"482",2014-07-16,"a-l-05","c-l-00025","CARP","CARP.3",35.1666666666667,6,2014,"2",2014-07-01,2014-07-16,0.0125,80,132
"483",2014-07-16,"a-l-05","c-l-00026","CARP","CARP.5",12.3333333333333,6,2014,"2",2014-07-01,2014-07-16,0.025,80,131
"484",2014-07-17,"a-l-02","c-l-00003","AHND","AHND.2",0.5,6,2014,"2",2014-07-01,2014-07-17,0.125,80,177
"485",2014-07-17,"a-l-03","c-l-00006","AQUE","AQUE.6",0,6,2014,"2",2014-07-01,2014-07-17,0.15,80,175
"486",2014-07-17,"a-l-03","c-l-00008","AQUE","AQUE.1",16.1666666666667,6,2014,"2",2014-07-01,2014-07-17,0,80,175
"487",2014-07-17,"a-l-03","c-l-00009","AQUE","AQUE.2",7.83333333333333,6,2014,"2",2014-07-01,2014-07-17,0.0125,80,175
"488",2014-07-17,"a-l-04","c-l-00014","BULL","BULL.6",0,6,2014,"2",2014-07-01,2014-07-17,0.0875,80,190
"489",2014-07-18,"a-l-01","c-l-00001","ABUR","ABUR.1",0,6,2014,"2",2014-07-01,2014-07-18,0.7375,80,145
"490",2014-07-18,"a-l-01","c-l-00002","ABUR","ABUR.2",0,6,2014,"2",2014-07-01,2014-07-18,0,80,145
"491",2014-07-18,"a-l-06","c-l-00027","GOLB","GOLB.2",1.83333333333333,6,2014,"2",2014-07-01,2014-07-18,0.0375,80,150
"492",2014-07-18,"a-l-06","c-l-00028","GOLB","GOLB.1",1.16666666666667,6,2014,"2",2014-07-01,2014-07-18,0.1,80,150
"493",2014-07-18,"a-l-08","c-l-00037","MOHK","MOHK.2",4.33333333333333,6,2014,"2",2014-07-01,2014-07-18,0.5,80,145
"494",2014-07-18,"a-l-08","c-l-00038","MOHK","MOHK.1",9.66666666666667,6,2014,"2",2014-07-01,2014-07-18,0.425,80,145
"495",2014-07-21,"a-l-07","c-l-00029","IVEE","IVEE.7",0,6,2014,"2",2014-07-01,2014-07-21,0.175,80,154
"496",2014-07-21,"a-l-07","c-l-00030","IVEE","IVEE.6",4.66666666666667,6,2014,"2",2014-07-01,2014-07-21,0.4375,80,154
"497",2014-07-21,"a-l-07","c-l-00031","IVEE","IVEE.2",1.16666666666667,6,2014,"2",2014-07-01,2014-07-21,0.0375,80,152
"498",2014-07-21,"a-l-07","c-l-00032","IVEE","IVEE.5",18.1666666666667,6,2014,"2",2014-07-01,2014-07-21,0.425,80,154
"499",2014-07-21,"a-l-07","c-l-00033","IVEE","IVEE.8",0,6,2014,"2",2014-07-01,2014-07-21,0.025,80,154
"500",2014-07-21,"a-l-07","c-l-00034","IVEE","IVEE.3",3.5,6,2014,"2",2014-07-01,2014-07-21,0.825,80,153
"501",2014-07-21,"a-l-07","c-l-00035","IVEE","IVEE.1",0.666666666666667,6,2014,"2",2014-07-01,2014-07-21,0.1625,80,152
"502",2014-07-23,"a-l-03","c-l-00005","AQUE","AQUE.4",7,6,2014,"2",2014-07-01,2014-07-23,0.1875,80,174
"503",2014-07-23,"a-l-03","c-l-00007","AQUE","AQUE.3",3.33333333333333,6,2014,"2",2014-07-01,2014-07-23,0.0625,80,174
"504",2014-07-23,"a-l-03","c-l-00010","AQUE","AQUE.5",1.66666666666667,6,2014,"2",2014-07-01,2014-07-23,0.1625,80,174
"505",2014-07-23,"a-l-04","c-l-00011","BULL","BULL.3",0.166666666666667,6,2014,"2",2014-07-01,2014-07-23,0.2125,80,190
"506",2014-07-23,"a-l-04","c-l-00013","BULL","BULL.1",0.333333333333333,6,2014,"2",2014-07-01,2014-07-23,0.2125,80,190
"507",2014-07-24,"a-l-09","c-l-00039","NAPL","NAPL.1",13,6,2014,"2",2014-07-01,2014-07-24,0.525,80,160
"508",2014-07-24,"a-l-09","c-l-00040","NAPL","NAPL.8",0.666666666666667,6,2014,"2",2014-07-01,2014-07-24,0.35,80,160
"509",2014-07-24,"a-l-09","c-l-00041","NAPL","NAPL.2",13.8333333333333,6,2014,"2",2014-07-01,2014-07-24,0.8375,80,160
"510",2014-07-24,"a-l-09","c-l-00042","NAPL","NAPL.6",1.5,6,2014,"2",2014-07-01,2014-07-24,0.4,80,160
"511",2014-07-24,"a-l-09","c-l-00043","NAPL","NAPL.3",12.8333333333333,6,2014,"2",2014-07-01,2014-07-24,0.625,80,160
"512",2014-07-24,"a-l-09","c-l-00044","NAPL","NAPL.5",3,6,2014,"2",2014-07-01,2014-07-24,0.4,80,160
"513",2014-07-24,"a-l-09","c-l-00045","NAPL","NAPL.4",0,6,2014,"2",2014-07-01,2014-07-24,0.0625,80,160
"514",2014-07-24,"a-l-09","c-l-00046","NAPL","NAPL.7",2.16666666666667,6,2014,"2",2014-07-01,2014-07-24,0.675,80,160
"515",2015-07-20,"a-l-01","c-l-00001","ABUR","ABUR.1",0,6,2015,"2",2015-07-01,2015-07-20,0.5,80,145
"516",2015-07-20,"a-l-01","c-l-00002","ABUR","ABUR.2",0,6,2015,"2",2015-07-01,2015-07-20,0,80,145
"517",2015-07-20,"a-l-08","c-l-00037","MOHK","MOHK.2",2.5,6,2015,"2",2015-07-01,2015-07-20,0.775,80,145
"518",2015-07-20,"a-l-08","c-l-00038","MOHK","MOHK.1",1.5,6,2015,"2",2015-07-01,2015-07-20,0.1625,80,145
"519",2015-07-22,"a-l-02","c-l-00003","AHND","AHND.2",0.166666666666667,6,2015,"2",2015-07-01,2015-07-22,0.5625,80,177
"520",2015-07-22,"a-l-04","c-l-00011","BULL","BULL.3",0.333333333333333,6,2015,"2",2015-07-01,2015-07-22,0.1375,80,190
"521",2015-07-22,"a-l-04","c-l-00013","BULL","BULL.1",3.16666666666667,6,2015,"2",2015-07-01,2015-07-22,0.325,80,190
"522",2015-07-22,"a-l-04","c-l-00014","BULL","BULL.6",0,6,2015,"2",2015-07-01,2015-07-22,0.95,80,190
"523",2015-07-23,"a-l-03","c-l-00005","AQUE","AQUE.4",1.83333333333333,6,2015,"2",2015-07-01,2015-07-23,0.45,80,174
"524",2015-07-23,"a-l-03","c-l-00006","AQUE","AQUE.6",0.166666666666667,6,2015,"2",2015-07-01,2015-07-23,0.15,80,175
"525",2015-07-23,"a-l-03","c-l-00007","AQUE","AQUE.3",1.5,6,2015,"2",2015-07-01,2015-07-23,0.4375,80,174
"526",2015-07-23,"a-l-03","c-l-00008","AQUE","AQUE.1",3,6,2015,"2",2015-07-01,2015-07-23,1.1,80,175
"527",2015-07-23,"a-l-03","c-l-00009","AQUE","AQUE.2",7.66666666666667,6,2015,"2",2015-07-01,2015-07-23,0.9,80,175
"528",2015-07-23,"a-l-03","c-l-00010","AQUE","AQUE.5",1,6,2015,"2",2015-07-01,2015-07-23,0.625,80,174
"529",2015-07-24,"a-l-07","c-l-00031","IVEE","IVEE.2",0,6,2015,"2",2015-07-01,2015-07-24,1.75,80,152
"530",2015-07-24,"a-l-07","c-l-00032","IVEE","IVEE.5",4.66666666666667,6,2015,"2",2015-07-01,2015-07-24,0.3875,80,154
"531",2015-07-24,"a-l-07","c-l-00035","IVEE","IVEE.1",0,6,2015,"2",2015-07-01,2015-07-24,1.1125,80,152
"532",2015-07-27,"a-l-09","c-l-00039","NAPL","NAPL.1",4,6,2015,"2",2015-07-01,2015-07-27,0.4625,80,160
"533",2015-07-27,"a-l-09","c-l-00040","NAPL","NAPL.8",1.16666666666667,6,2015,"2",2015-07-01,2015-07-27,0.575,80,160
"534",2015-07-27,"a-l-09","c-l-00041","NAPL","NAPL.2",4,6,2015,"2",2015-07-01,2015-07-27,0.75,80,160
"535",2015-07-27,"a-l-09","c-l-00042","NAPL","NAPL.6",3,6,2015,"2",2015-07-01,2015-07-27,0.65,80,160
"536",2015-07-27,"a-l-09","c-l-00043","NAPL","NAPL.3",12.5,6,2015,"2",2015-07-01,2015-07-27,0.675,80,160
"537",2015-07-27,"a-l-09","c-l-00044","NAPL","NAPL.5",1,6,2015,"2",2015-07-01,2015-07-27,0.3375,80,160
"538",2015-07-27,"a-l-09","c-l-00045","NAPL","NAPL.4",0,6,2015,"2",2015-07-01,2015-07-27,0.9,80,160
"539",2015-07-27,"a-l-09","c-l-00046","NAPL","NAPL.7",0.666666666666667,6,2015,"2",2015-07-01,2015-07-27,0.775,80,160
"540",2015-07-28,"a-l-05","c-l-00019","CARP","CARP.1",7,6,2015,"2",2015-07-01,2015-07-28,0.6125,80,132
"541",2015-07-28,"a-l-05","c-l-00020","CARP","CARP.6",58.6666666666667,6,2015,"2",2015-07-01,2015-07-28,0,80,132
"542",2015-07-28,"a-l-05","c-l-00021","CARP","CARP.7",39,6,2015,"2",2015-07-01,2015-07-28,0.0125,80,132
"543",2015-07-28,"a-l-05","c-l-00022","CARP","CARP.2",6.16666666666667,6,2015,"2",2015-07-01,2015-07-28,0.0875,80,131
"544",2015-07-28,"a-l-05","c-l-00023","CARP","CARP.4",52.5,6,2015,"2",2015-07-01,2015-07-28,0,80,132
"545",2015-07-28,"a-l-05","c-l-00024","CARP","CARP.8",38.1666666666667,6,2015,"2",2015-07-01,2015-07-28,0,80,131
"546",2015-07-28,"a-l-05","c-l-00025","CARP","CARP.3",22.5,6,2015,"2",2015-07-01,2015-07-28,0.875,80,132
"547",2015-07-28,"a-l-05","c-l-00026","CARP","CARP.5",11.3333333333333,6,2015,"2",2015-07-01,2015-07-28,0.0375,80,131
"548",2015-07-29,"a-l-06","c-l-00027","GOLB","GOLB.2",0.833333333333333,6,2015,"2",2015-07-01,2015-07-29,0.075,80,150
"549",2015-07-29,"a-l-06","c-l-00028","GOLB","GOLB.1",3.5,6,2015,"2",2015-07-01,2015-07-29,0.0625,80,150
"550",2015-07-29,"a-l-07","c-l-00029","IVEE","IVEE.7",0,6,2015,"2",2015-07-01,2015-07-29,0.3625,80,154
"551",2015-07-29,"a-l-07","c-l-00030","IVEE","IVEE.6",5.16666666666667,6,2015,"2",2015-07-01,2015-07-29,0.175,80,154
"552",2015-07-29,"a-l-07","c-l-00033","IVEE","IVEE.8",0,6,2015,"2",2015-07-01,2015-07-29,0.775,80,154
"553",2015-07-29,"a-l-07","c-l-00034","IVEE","IVEE.3",1.66666666666667,6,2015,"2",2015-07-01,2015-07-29,0.5875,80,153
"554",2016-07-18,"a-l-06","c-l-00027","GOLB","GOLB.2",0.333333333333333,6,2016,"2",2016-07-01,2016-07-18,0.15,80,150
"555",2016-07-18,"a-l-06","c-l-00028","GOLB","GOLB.1",1,6,2016,"2",2016-07-01,2016-07-18,0.1625,80,150
"556",2016-07-18,"a-l-07","c-l-00029","IVEE","IVEE.7",0,6,2016,"2",2016-07-01,2016-07-18,0.1375,80,154
"557",2016-07-18,"a-l-07","c-l-00030","IVEE","IVEE.6",0.333333333333333,6,2016,"2",2016-07-01,2016-07-18,0.875,80,154
"558",2016-07-18,"a-l-07","c-l-00031","IVEE","IVEE.2",0,6,2016,"2",2016-07-01,2016-07-18,0.4,80,152
"559",2016-07-18,"a-l-07","c-l-00032","IVEE","IVEE.5",9,6,2016,"2",2016-07-01,2016-07-18,0.55,80,154
"560",2016-07-18,"a-l-07","c-l-00033","IVEE","IVEE.8",0,6,2016,"2",2016-07-01,2016-07-18,0.0875,80,154
"561",2016-07-18,"a-l-07","c-l-00035","IVEE","IVEE.1",0,6,2016,"2",2016-07-01,2016-07-18,0.1375,80,152
"562",2016-07-19,"a-l-01","c-l-00001","ABUR","ABUR.1",0,6,2016,"2",2016-07-01,2016-07-19,0.0375,80,145
"563",2016-07-19,"a-l-01","c-l-00002","ABUR","ABUR.2",0,6,2016,"2",2016-07-01,2016-07-19,0.0125,80,145
"564",2016-07-19,"a-l-05","c-l-00021","CARP","CARP.7",21.3333333333333,6,2016,"2",2016-07-01,2016-07-19,0.4875,80,132
"565",2016-07-19,"a-l-05","c-l-00023","CARP","CARP.4",11.5,6,2016,"2",2016-07-01,2016-07-19,2.575,80,132
"566",2016-07-19,"a-l-05","c-l-00024","CARP","CARP.8",17.1666666666667,6,2016,"2",2016-07-01,2016-07-19,2.1,80,131
"567",2016-07-19,"a-l-05","c-l-00026","CARP","CARP.5",1.83333333333333,6,2016,"2",2016-07-01,2016-07-19,1.6,80,131
"568",2016-07-19,"a-l-07","c-l-00034","IVEE","IVEE.3",1.16666666666667,6,2016,"2",2016-07-01,2016-07-19,1.4625,80,153
"569",2016-07-21,"a-l-03","c-l-00005","AQUE","AQUE.4",0.5,6,2016,"2",2016-07-01,2016-07-21,0.5625,80,174
"570",2016-07-21,"a-l-03","c-l-00006","AQUE","AQUE.6",0.166666666666667,6,2016,"2",2016-07-01,2016-07-21,0.1875,80,175
"571",2016-07-21,"a-l-03","c-l-00007","AQUE","AQUE.3",0.666666666666667,6,2016,"2",2016-07-01,2016-07-21,0.2625,80,174
"572",2016-07-21,"a-l-03","c-l-00008","AQUE","AQUE.1",2.83333333333333,6,2016,"2",2016-07-01,2016-07-21,0.4125,80,175
"573",2016-07-21,"a-l-03","c-l-00009","AQUE","AQUE.2",4.83333333333333,6,2016,"2",2016-07-01,2016-07-21,0.15,80,175
"574",2016-07-21,"a-l-03","c-l-00010","AQUE","AQUE.5",0,6,2016,"2",2016-07-01,2016-07-21,0.1875,80,174
"575",2016-07-22,"a-l-05","c-l-00019","CARP","CARP.1",0.5,6,2016,"2",2016-07-01,2016-07-22,1.3875,80,132
"576",2016-07-22,"a-l-05","c-l-00020","CARP","CARP.6",19.1666666666667,6,2016,"2",2016-07-01,2016-07-22,1.6375,80,132
"577",2016-07-22,"a-l-05","c-l-00022","CARP","CARP.2",0.833333333333333,6,2016,"2",2016-07-01,2016-07-22,0.5375,80,131
"578",2016-07-22,"a-l-05","c-l-00025","CARP","CARP.3",5.16666666666667,6,2016,"2",2016-07-01,2016-07-22,3.5375,80,132
"579",2016-07-22,"a-l-08","c-l-00037","MOHK","MOHK.2",1.66666666666667,6,2016,"2",2016-07-01,2016-07-22,1.5,80,145
"580",2016-07-22,"a-l-08","c-l-00038","MOHK","MOHK.1",1,6,2016,"2",2016-07-01,2016-07-22,1.575,80,145
"581",2016-07-25,"a-l-02","c-l-00003","AHND","AHND.2",0,6,2016,"2",2016-07-01,2016-07-25,0.325,80,177
"582",2016-07-25,"a-l-04","c-l-00011","BULL","BULL.3",0.333333333333333,6,2016,"2",2016-07-01,2016-07-25,0.1875,80,190
"583",2016-07-25,"a-l-04","c-l-00013","BULL","BULL.1",2.33333333333333,6,2016,"2",2016-07-01,2016-07-25,0.5625,80,190
"584",2016-07-25,"a-l-04","c-l-00014","BULL","BULL.6",0,6,2016,"2",2016-07-01,2016-07-25,0.225,80,190
"585",2016-07-26,"a-l-09","c-l-00039","NAPL","NAPL.1",4,6,2016,"2",2016-07-01,2016-07-26,1.0375,80,160
"586",2016-07-26,"a-l-09","c-l-00040","NAPL","NAPL.8",1.33333333333333,6,2016,"2",2016-07-01,2016-07-26,0.75,80,160
"587",2016-07-26,"a-l-09","c-l-00041","NAPL","NAPL.2",1.83333333333333,6,2016,"2",2016-07-01,2016-07-26,1.225,80,160
